priority,issue_type,suggested_action,tag_example,row,country,store,status,note,google_name,google_link,detail
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,151,印度尼西亚,Tangcity Mall,已查询,搜索结果第一条命中，建议抽查,COTTI COFFEE - Tangcity Mall,https://www.google.com/maps/search/Cotti+Coffee+Tangcity+Mall+Indonesia,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,154,印度尼西亚,UPH,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - UPH,https://www.google.com/maps/search/Cotti+Coffee+UPH+Indonesia,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,159,新加坡,Orchard Geteway,已查询,搜索结果第一条命中，建议抽查；补漏query命中: Cotti Coffee Orchard Geteway Singapore,Cotti Coffee - Orchard Gateway,https://www.google.com/maps/search/Cotti+Coffee+Orchard+Geteway+Singapore,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,160,新加坡,The Seletar mall,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - The Seletar Mall,https://www.google.com/maps/search/Cotti+Coffee+The+Seletar+mall+Singapore,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,162,日本,バロー甲府昭和店,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee バロー甲府昭和店 コッティコーヒー,https://www.google.com/maps/search/Cotti+Coffee+%E3%83%90%E3%83%AD%E3%83%BC%E7%94%B2%E5%BA%9C%E6%98%AD%E5%92%8C%E5%BA%97+Japan,建议人工确认真实 place 链接
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,163,日本,京橋店,已查询,,Cotti Coffee,"https://www.google.com/maps/place/Cotti+Coffee/@35.677196,139.7725587,17z/data=!3m1!4b1!4m6!3m5!1s0x60188b1970be8bef:0x76900a480818588b!8m2!3d35.677196!4d139.7725587!16s%2Fg%2F11w9g8z7pq?entry=ttu",名称只有品牌词，无法辅助判断是否同店
高,需人工核对,打开 Google Maps，确认真实门店；真实则补 /maps/place/ 链接，不真实则备注 【reject:原因】,真实则补 place 链接；错误则写 【reject:原因】,164,日本,大阪宗右衛門店,需人工核对,【reject】评论数低于原累计评论数（原 177 → 本次 93），疑似抓取错误,Cotti Coffee 大阪宗右衛門店 コッティコーヒー,https://www.google.com/maps/search/Cotti+Coffee+%E5%A4%A7%E9%98%AA%E5%AE%97%E5%8F%B3%E8%A1%9B%E9%96%80%E5%BA%97+Japan,当前状态需要人工确认
高,reject备注,确认这是错误候选；保留 【reject:原因】，周更会同步进负样本库,【reject:误命中】,164,日本,大阪宗右衛門店,需人工核对,【reject】评论数低于原累计评论数（原 177 → 本次 93），疑似抓取错误,Cotti Coffee 大阪宗右衛門店 コッティコーヒー,https://www.google.com/maps/search/Cotti+Coffee+%E5%A4%A7%E9%98%AA%E5%AE%97%E5%8F%B3%E8%A1%9B%E9%96%80%E5%BA%97+Japan,请确认是否已进入负样本库
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,164,日本,大阪宗右衛門店,需人工核对,【reject】评论数低于原累计评论数（原 177 → 本次 93），疑似抓取错误,Cotti Coffee 大阪宗右衛門店 コッティコーヒー,https://www.google.com/maps/search/Cotti+Coffee+%E5%A4%A7%E9%98%AA%E5%AE%97%E5%8F%B3%E8%A1%9B%E9%96%80%E5%BA%97+Japan,建议人工确认真实 place 链接
高,需人工核对,打开 Google Maps，确认真实门店；真实则补 /maps/place/ 链接，不真实则备注 【reject:原因】,真实则补 place 链接；错误则写 【reject:原因】,165,日本,大阪心斎橋店,需人工核对,搜索结果第一条不确定（名称/地域与目标门店匹配度低）,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+%E5%A4%A7%E9%98%AA%E5%BF%83%E6%96%8E%E6%A9%8B%E5%BA%97+Japan,当前状态需要人工确认
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,165,日本,大阪心斎橋店,需人工核对,搜索结果第一条不确定（名称/地域与目标门店匹配度低）,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+%E5%A4%A7%E9%98%AA%E5%BF%83%E6%96%8E%E6%A9%8B%E5%BA%97+Japan,名称只有品牌词，无法辅助判断是否同店
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,165,日本,大阪心斎橋店,需人工核对,搜索结果第一条不确定（名称/地域与目标门店匹配度低）,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+%E5%A4%A7%E9%98%AA%E5%BF%83%E6%96%8E%E6%A9%8B%E5%BA%97+Japan,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,166,日本,大阪難波店,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee 大阪難波店 コッティコーヒー,https://www.google.com/maps/search/Cotti+Coffee+%E5%A4%A7%E9%98%AA%E9%9B%A3%E6%B3%A2%E5%BA%97+Japan,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,167,日本,天神橋三丁目店,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee 天神橋三丁目店 コッティコーヒー,https://www.google.com/maps/search/Cotti+Coffee+%E5%A4%A9%E7%A5%9E%E6%A9%8B%E4%B8%89%E4%B8%81%E7%9B%AE%E5%BA%97+Japan,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,169,日本,目白駅前店,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee 目白駅前店 コッティコーヒー,https://www.google.com/maps/search/Cotti+Coffee+%E7%9B%AE%E7%99%BD%E9%A7%85%E5%89%8D%E5%BA%97+Japan,建议人工确认真实 place 链接
高,需人工核对,打开 Google Maps，确认真实门店；真实则补 /maps/place/ 链接，不真实则备注 【reject:原因】,真实则补 place 链接；错误则写 【reject:原因】,171,日本,西池袋店,需人工核对,【reject】评论数低于原累计评论数（原 247 → 本次 206），疑似抓取错误,Cotti Coffee 西池袋店,"https://www.google.com/maps/place/Cotti+Coffee+%E8%A5%BF%E6%B1%A0%E8%A2%8B%E5%BA%97/@35.7315242,139.7093109,17z/data=!3m1!4b1!4m6!3m5!1s0x60188dc976978581:0x8660fda67a3c7f3!8m2!3d35.7315242!4d139.7093109!16s%2Fg%2F11vbpntjsq?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",当前状态需要人工确认
高,reject备注,确认这是错误候选；保留 【reject:原因】，周更会同步进负样本库,【reject:误命中】,171,日本,西池袋店,需人工核对,【reject】评论数低于原累计评论数（原 247 → 本次 206），疑似抓取错误,Cotti Coffee 西池袋店,"https://www.google.com/maps/place/Cotti+Coffee+%E8%A5%BF%E6%B1%A0%E8%A2%8B%E5%BA%97/@35.7315242,139.7093109,17z/data=!3m1!4b1!4m6!3m5!1s0x60188dc976978581:0x8660fda67a3c7f3!8m2!3d35.7315242!4d139.7093109!16s%2Fg%2F11vbpntjsq?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",请确认是否已进入负样本库
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,172,日本,赤坂駅前店,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee 赤坂駅前店 コッティコーヒー,https://www.google.com/maps/search/Cotti+Coffee+%E8%B5%A4%E5%9D%82%E9%A7%85%E5%89%8D%E5%BA%97+Japan,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,173,泰国,Fortune Town,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Fortune Town,https://www.google.com/maps/search/Cotti+Coffee+Fortune+Town+Thailand,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,176,泰国,Rajavithi,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Rajavithi,https://www.google.com/maps/search/Cotti+Coffee+Rajavithi+Thailand,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,177,泰国,S.P. Building,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee-S.P Building,https://www.google.com/maps/search/Cotti+Coffee+S.P.+Building+Thailand,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,178,泰国,SCB Park Plaza,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - SCB Park Plaza,https://www.google.com/maps/search/Cotti+Coffee+SCB+Park+Plaza+Thailand,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,180,泰国,The Shoppes,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee The Shoppes,https://www.google.com/maps/search/Cotti+Coffee+The+Shoppes+Thailand,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,181,澳大利亚,Ashfield,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee (Ashfield),https://www.google.com/maps/search/Cotti+Coffee+Ashfield+Australia,建议人工确认真实 place 链接
高,需人工核对,打开 Google Maps，确认真实门店；真实则补 /maps/place/ 链接，不真实则备注 【reject:原因】,真实则补 place 链接；错误则写 【reject:原因】,183,澳大利亚,Bankstown,需人工核对,【reject】评论数低于原累计评论数（原 65 → 本次 64），疑似抓取错误,COTTI COFFEE (Bankstown),https://www.google.com/maps/search/Cotti+Coffee+Bankstown+Australia,当前状态需要人工确认
